[Sun Mar 30 15:01:22.852223 2014] [:error] [pid 155336:tid 1008] [client 127.0.0.1:48931] PHP Notice:  Undefined index: name in F:\\WAMP\\usr\\Apache24\\htdocs\\html5\\index.php on line 10
[Sun Mar 30 15:01:22.886262 2014] [:error] [pid 155336:tid 1008] [client 127.0.0.1:48931] PHP Notice:  Undefined variable: asd in F:\\WAMP\\usr\\Apache24\\htdocs\\html5\\index.php on line 11
[Sun Mar 30 15:01:23.266211 2014] [:error] [pid 155336:tid 1008] [client 127.0.0.1:48931] PHP Notice:  Undefined variable: asd in F:\\WAMP\\usr\\Apache24\\htdocs\\html5\\index.php on line 11, referer: http://html5.loc/
[Sun Mar 30 15:01:24.431302 2014] [:error] [pid 155336:tid 1008] [client 127.0.0.1:48931] PHP Notice:  Undefined index: name in F:\\WAMP\\usr\\Apache24\\htdocs\\html5\\index.php on line 10
[Sun Mar 30 15:01:24.432273 2014] [:error] [pid 155336:tid 1008] [client 127.0.0.1:48931] PHP Notice:  Undefined variable: asd in F:\\WAMP\\usr\\Apache24\\htdocs\\html5\\index.php on line 11
[Sun Mar 30 15:01:24.555281 2014] [:error] [pid 155336:tid 1008] [client 127.0.0.1:48931] PHP Notice:  Undefined variable: asd in F:\\WAMP\\usr\\Apache24\\htdocs\\html5\\index.php on line 11, referer: http://html5.loc/
[Sun Mar 30 15:01:28.103480 2014] [:error] [pid 155336:tid 1008] [client 127.0.0.1:48931] PHP Notice:  Undefined index: name in F:\\WAMP\\usr\\Apache24\\htdocs\\html5\\index.php on line 10
[Sun Mar 30 15:01:28.103480 2014] [:error] [pid 155336:tid 1008] [client 127.0.0.1:48931] PHP Notice:  Undefined variable: asd in F:\\WAMP\\usr\\Apache24\\htdocs\\html5\\index.php on line 11
[Sun Mar 30 15:01:28.194484 2014] [:error] [pid 155336:tid 1008] [client 127.0.0.1:48931] PHP Notice:  Undefined variable: asd in F:\\WAMP\\usr\\Apache24\\htdocs\\html5\\index.php on line 11, referer: http://html5.loc/
[Sun Mar 30 15:01:34.216842 2014] [:error] [pid 155336:tid 1008] [client 127.0.0.1:48946] PHP Notice:  Undefined index: name in F:\\WAMP\\usr\\Apache24\\htdocs\\html5\\index.php on line 10
[Sun Mar 30 15:01:35.164929 2014] [:error] [pid 155336:tid 1008] [client 127.0.0.1:48946] PHP Notice:  Undefined index: name in F:\\WAMP\\usr\\Apache24\\htdocs\\html5\\index.php on line 10
[Sun Mar 30 15:01:42.246276 2014] [:error] [pid 155336:tid 1008] [client 127.0.0.1:48955] PHP Notice:  Undefined index: name in F:\\WAMP\\usr\\Apache24\\htdocs\\html5\\index.php on line 10
[Sun Mar 30 15:01:42.922317 2014] [:error] [pid 155336:tid 1008] [client 127.0.0.1:48955] PHP Notice:  Undefined index: name in F:\\WAMP\\usr\\Apache24\\htdocs\\html5\\index.php on line 10
[Sun Mar 30 15:01:43.126327 2014] [:error] [pid 155336:tid 1008] [client 127.0.0.1:48955] PHP Notice:  Undefined index: name in F:\\WAMP\\usr\\Apache24\\htdocs\\html5\\index.php on line 10
[Sun Mar 30 15:01:52.653870 2014] [:error] [pid 155336:tid 1008] [client 127.0.0.1:48965] PHP Notice:  Undefined index: name in F:\\WAMP\\usr\\Apache24\\htdocs\\html5\\index.php on line 10
[Sun Mar 30 15:01:56.137094 2014] [:error] [pid 155336:tid 1008] [client 127.0.0.1:48965] PHP Notice:  Undefined index: name in F:\\WAMP\\usr\\Apache24\\htdocs\\html5\\index.php on line 10
[Sun Mar 30 15:01:56.790097 2014] [:error] [pid 155336:tid 1008] [client 127.0.0.1:48965] PHP Notice:  Undefined index: name in F:\\WAMP\\usr\\Apache24\\htdocs\\html5\\index.php on line 10
[Sun Mar 30 15:02:43.223714 2014] [:error] [pid 155336:tid 1008] [client 127.0.0.1:49009] PHP Notice:  Undefined index: razdel in F:\\WAMP\\usr\\Apache24\\htdocs\\html5\\index.php on line 12
[Sun Mar 30 15:02:46.260927 2014] [:error] [pid 155336:tid 1008] [client 127.0.0.1:49009] PHP Notice:  Undefined index: razdel in F:\\WAMP\\usr\\Apache24\\htdocs\\html5\\index.php on line 12
[Sun Mar 30 15:03:38.936854 2014] [:error] [pid 155336:tid 1008] [client 127.0.0.1:49047] PHP Notice:  Undefined index: foo in F:\\WAMP\\usr\\Apache24\\htdocs\\html5\\index.php on line 19
[Sun Mar 30 15:03:39.183916 2014] [:error] [pid 155336:tid 1008] [client 127.0.0.1:49047] script 'F:/WAMP/usr/Apache24/htdocs/html5/script.php' not found or unable to stat, referer: http://html5.loc/
[Sun Mar 30 15:03:39.973914 2014] [:error] [pid 155336:tid 1008] [client 127.0.0.1:49047] PHP Notice:  Undefined index: foo in F:\\WAMP\\usr\\Apache24\\htdocs\\html5\\index.php on line 19
[Sun Mar 30 15:03:40.073919 2014] [:error] [pid 155336:tid 1008] [client 127.0.0.1:49047] script 'F:/WAMP/usr/Apache24/htdocs/html5/script.php' not found or unable to stat, referer: http://html5.loc/
[Sun Mar 30 15:03:45.866247 2014] [:error] [pid 155336:tid 1008] [client 127.0.0.1:49053] PHP Notice:  Undefined index: foo in F:\\WAMP\\usr\\Apache24\\htdocs\\html5\\index.php on line 19
[Sun Mar 30 15:04:00.584078 2014] [:error] [pid 155336:tid 1008] [client 127.0.0.1:49068] PHP Notice:  Undefined index: foo in F:\\WAMP\\usr\\Apache24\\htdocs\\html5\\index.php on line 19
